
monadicstate.links,342,333,332,332,332,333,332,333,332,332,332,332,333,332,333,332,332,358,331,332,363,331,367,332,332,
purestate.links,34,29,29,28,27,25,25,25,25,25,25,25,25,24,25,37,29,27,26,25,25,25,25,24,25,
state.links,1015,1010,1051,1009,1015,1119,1010,1009,1008,1012,1010,1024,1008,1009,1009,1009,1009,1028,1009,1009,1009,1009,1009,1009,1023,
