
monadicstate.links,193999,192725,193453,192866,192687,192468,192511,192490,192735,194522,192343,192312,192309,192250,192650,192340,192377,192562,192363,192529,193000,193324,192820,192068,193000,
purestate.links,14752,15152,14765,15097,14827,14789,14828,14788,14825,14806,14823,14872,14902,14809,14807,14819,14838,14785,14815,14803,14816,14790,14782,15054,14755,
state.links,84824,84275,84703,84249,84711,84366,85132,84898,84442,84476,84211,84867,84873,84552,84077,84765,84558,84367,85045,85229,85120,84769,84688,84683,84773,
