
monadicstate.links,34,31,29,27,28,27,27,27,27,27,27,27,36,33,32,30,29,28,27,27,27,27,27,27,27,
purestate.links,28,27,27,28,27,27,28,27,32,35,31,37,33,38,33,31,30,29,29,30,28,27,38,34,31,
state.links,30,29,27,27,34,33,30,29,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,
