
monadicstate.links,336,332,332,332,332,353,331,332,332,331,331,331,331,331,331,331,332,332,332,331,331,331,331,331,331,
purestate.links,31,28,27,26,25,25,25,25,24,25,25,25,25,34,30,28,27,26,26,25,25,25,25,25,25,
state.links,1039,1012,1009,1009,1010,1062,1019,1009,1010,1010,1009,1009,1010,1010,1009,1010,1055,1009,1009,1041,1047,1009,1009,1009,1009,
