
monadicstate.links,192767,193219,192652,192916,192372,192475,192289,192780,192593,192520,192588,192363,193422,192250,192579,192587,192454,194031,192506,193354,192358,192580,192834,193545,192906,
purestate.links,14898,15089,15112,15102,15103,14783,15020,15100,15093,15075,14814,14999,15109,15104,15120,14789,14991,15096,15121,15084,14783,14980,15108,15097,15101,
state.links,84960,84618,84706,84803,85000,84580,84739,85115,84361,84808,84824,84504,84635,86800,84425,84919,84546,84903,84962,84074,84583,84728,84957,84602,84531,
