
monadicstate.links,646,685,659,659,662,659,659,661,666,655,657,657,657,656,657,658,656,659,657,657,658,657,657,657,656,
purestate.links,141,110,110,110,110,110,149,111,110,110,111,111,111,110,110,111,111,111,143,137,111,111,111,110,111,
state.links,22,21,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,25,23,21,21,21,20,19,19,
